date,open,high,low,Close,vol,MACD_Signal,MACD_Hist,MACD,Real Upper Band,Real Lower Band,Real Middle Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-01-20,6.22,6.49,6.18,6.42,28706300.0,0.1069,0.0912,0.1981,6.2356,4.9744,5.605,71.5747,6.0,5.7,24.8077,247.3967,2.2567,True
2012-01-23,6.42,6.6,6.3901,6.52,21918400.0,0.1329,0.1042,0.2371,6.3765,4.9775,5.677,73.0442,6.172,5.7787,26.9231,270.4433,3.6418,True
2012-01-24,6.47,6.81,6.39,6.53,38790500.0,0.1595,0.1063,0.2657,6.5138,4.9482,5.731,73.1927,6.332,5.854,23.8182,270.6899,6.2219,True
2012-01-25,6.28,6.78,6.2299,6.73,36785000.0,0.1878,0.1133,0.3011,6.677,4.917,5.797,76.0229,6.484,5.9373,23.049,250.9292,4.0617,True
2012-01-26,6.73,6.95,6.68,6.77,25160600.0,0.2159,0.1126,0.3286,6.8202,4.9128,5.8665,76.5533,6.594,6.0247,26.8248,284.4875,6.1232,True
2012-01-27,6.72,6.85,6.65,6.82,16442700.0,0.2428,0.1075,0.3503,6.943,4.944,5.9435,77.228,6.674,6.1153,26.3838,259.3259,5.7156,True
2012-01-30,6.73,6.78,6.61,6.74,13366600.0,0.2657,0.0913,0.357,7.03,4.997,6.0135,73.5974,6.718,6.2027,25.7885,227.2558,5.1677,True
2012-01-31,6.79,6.84,6.69,6.71,17475500.0,0.2837,0.0721,0.3558,7.0978,5.0602,6.079,72.233,6.754,6.2773,25.5046,218.1637,5.9115,True
2012-02-01,6.83,6.92,6.8,6.9,14672100.0,0.3001,0.0658,0.3659,7.1896,5.1104,6.15,75.3357,6.788,6.3567,23.7925,224.0748,6.9015,True
2012-02-02,6.9,7.0,6.84,6.93,15775200.0,0.3145,0.0576,0.3721,7.2655,5.1815,6.2235,75.7933,6.82,6.4313,27.5046,214.8607,7.8872,True
2012-02-03,7.02,7.12,6.98,7.08,15318100.0,0.3285,0.0561,0.3846,7.3483,5.2607,6.3045,77.9817,6.872,6.5153,27.9425,218.9097,9.3511,True
2012-02-06,7.02,7.05,6.9,6.92,13144800.0,0.3383,0.039,0.3773,7.3741,5.3839,6.379,70.6792,6.908,6.5993,27.7174,186.7589,8.1854,True
