date,open,high,low,Close,vol,MACD_Signal,MACD_Hist,MACD,Real Lower Band,Real Middle Band,Real Upper Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-06-26,41.03,42.52,41.03,41.8350332427,780100.0,-0.7957,0.0778,-0.7178,39.5702,42.3658,45.1613,45.6034,42.3202,42.7374,-7.1616,-86.2419,6.9234,True
2012-06-27,42.63,43.95,42.15,43.290595346,537300.0,-0.755,0.1625,-0.5925,39.5715,42.3623,45.1531,49.9625,42.0747,42.7335,-2.1158,-57.4319,4.6463,True
2012-06-28,43.3,44.1,42.41,42.7558990632,229300.0,-0.7101,0.1798,-0.5303,39.585,42.3811,45.1772,48.4348,42.1182,42.6298,0.1362,-56.4203,4.4091,True
2012-06-29,44.56,46.15,43.43,43.1618721668,952600.0,-0.6567,0.2136,-0.4431,40.1468,42.5742,45.0016,49.6863,42.34,42.5717,10.1698,-30.0476,1.2203,True
2012-07-02,43.6,43.6,41.99,42.7658008462,542900.0,-0.6056,0.2043,-0.4013,40.8824,42.7524,44.6225,48.457,42.7618,42.6437,8.674,-60.314,3.3294,True
2012-07-03,43.33,45.88,43.32,44.8550770626,431400.0,-0.5239,0.3266,-0.1973,40.8472,42.8945,44.9418,54.7802,43.3658,42.7625,7.9529,-16.2528,0.1049,True
2012-07-05,45.15,45.89,44.82,45.0333091568,281900.0,-0.4234,0.4023,-0.021,40.7345,42.9787,45.2229,55.2816,43.7144,42.9572,3.2164,-2.7457,0.1197,True
2012-07-06,44.89,44.89,43.09,43.3500060441,273600.0,-0.3421,0.3251,-0.017,40.7627,42.9307,45.0986,49.7045,43.8332,43.0556,-0.7737,-35.7073,2.4248,True
2012-07-09,43.62,43.85,42.2,42.062774252,561800.0,-0.2969,0.1807,-0.1163,40.6947,42.8321,44.9696,45.9096,43.6134,42.9995,-2.6205,-59.5265,3.7051,True
2012-07-10,42.79,43.56,41.38,41.1914173466,428100.0,-0.29,0.0277,-0.2623,40.6069,42.8074,45.0079,43.5009,43.2985,42.9097,-5.1807,-73.7724,4.8746,True
2012-07-11,41.54,41.98,39.19,39.3694892717,588600.0,-0.3358,-0.1832,-0.519,39.9661,42.6222,45.2783,38.9255,42.2014,42.6292,-4.1115,-116.4154,7.9121,False
2012-07-12,39.42,40.944,39.42,40.4289800544,525400.0,-0.3946,-0.2351,-0.6297,39.7209,42.5381,45.3552,42.6817,41.2805,42.3565,-6.5845,-112.4992,7.9121,False
2012-07-13,40.96,42.17,40.872,41.2112209127,793500.0,-0.445,-0.2018,-0.6468,39.642,42.5049,45.3678,45.341,40.8528,42.2681,-1.6328,-82.6417,5.9533,False
2012-07-16,41.6,41.86,40.88,40.7458371109,355000.0,-0.494,-0.196,-0.69,39.4412,42.397,45.3527,44.0386,40.5894,42.1809,-3.7701,-87.8564,5.9533,False
2012-07-17,41.35,41.7,40.5,41.0923995165,413800.0,-0.5329,-0.1555,-0.6884,39.316,42.3247,45.3333,45.2924,40.5696,42.21,-3.6952,-88.1873,6.4974,False
2012-07-18,41.44,43.33,41.08,42.5380598368,390000.0,-0.5391,-0.0248,-0.5639,39.317,42.2727,45.2284,50.2719,41.2033,42.2568,-2.5416,-53.9843,3.8761,False
2012-07-19,43.2,44.38,43.06,43.7856844968,396900.0,-0.5034,0.1429,-0.3604,39.376,42.2361,45.0961,54.1322,41.8746,42.2899,-2.5044,-13.6345,2.2278,True
2012-07-20,44.02,44.5,43.14,43.7856844968,460800.0,-0.4421,0.2452,-0.1969,39.3613,42.2984,45.2355,54.1322,42.3895,42.3585,-1.2647,-10.2682,2.0396,True
2012-07-23,42.76,44.61,42.05,43.5480417044,431300.0,-0.3708,0.2853,-0.0855,39.3892,42.3732,45.3572,53.2287,42.95,42.3843,3.1445,-20.5165,3.6775,True
