date,open,high,low,Close,vol,MACD,MACD_Signal,MACD_Hist,Real Middle Band,Real Lower Band,Real Upper Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-06-29,16.79,17.17,16.725,12.9914024897,51020200.0,-0.0725,-0.1172,0.0448,12.7183,12.1956,13.2409,51.8882,12.7311,12.8101,6.3158,-40.3464,13.5049,True
2012-07-02,17.11,17.16,16.96,12.9838361516,20020400.0,-0.051,-0.104,0.053,12.758,12.2836,13.2323,51.7376,12.7652,12.8446,6.8839,-33.12,12.7521,True
2012-07-03,17.02,17.23,17.01,13.0370485949,15823200.0,-0.0293,-0.0891,0.0597,12.8,12.387,13.213,52.7705,12.828,12.8668,6.3311,-28.6885,11.9973,True
2012-07-05,16.99,17.03,16.88,12.8774112652,26299500.0,-0.0247,-0.0762,0.0515,12.8126,12.4065,13.2188,49.3741,12.8718,12.8852,2.5151,-36.1366,13.0961,True
2012-07-06,16.88,16.94,16.67,12.7481810458,27190800.0,-0.0312,-0.0672,0.036,12.8228,12.4341,13.2115,46.7636,12.9276,12.8816,0.5871,-42.6485,14.8427,True
2012-07-09,16.73,16.77,16.59,12.6569597146,25580700.0,-0.0431,-0.0624,0.0192,12.8227,12.4339,13.2115,44.9656,12.8607,12.8628,0.4085,-47.7495,15.5007,True
2012-07-10,16.76,16.78,16.33,12.474517052,35583200.0,-0.0666,-0.0632,-0.0034,12.8232,12.436,13.2103,41.5427,12.7588,12.8299,-0.1564,-55.3416,17.6048,False
2012-07-11,16.4,16.59,16.26,12.4517117192,45504300.0,-0.086,-0.0678,-0.0182,12.8106,12.3934,13.2277,41.1235,12.6418,12.7934,-1.0231,-59.6877,18.1627,False
2012-07-12,16.16,16.24,15.96,12.1476406149,70081400.0,-0.1245,-0.0791,-0.0454,12.7879,12.2867,13.289,35.9418,12.4958,12.72,-3.1688,-79.1357,20.5086,False
2012-07-13,15.99,16.37,15.98,12.398499276,24553400.0,-0.1332,-0.0899,-0.0433,12.7677,12.2387,13.2966,42.3615,12.4259,12.6928,-3.482,-69.1599,19.0053,False
2012-07-16,16.21,16.25,16.02,12.3072779447,26437700.0,-0.1458,-0.1011,-0.0447,12.7361,12.1772,13.295,40.7696,12.3559,12.6492,-4.9149,-73.1271,19.0053,False
2012-07-17,16.37,16.37,15.94,12.3376850551,30992900.0,-0.1516,-0.1112,-0.0404,12.7046,12.1307,13.2784,41.554,12.3286,12.6175,-4.657,-71.3948,17.6048,False
2012-07-18,16.25,16.76,16.2,12.6949686026,33888400.0,-0.1259,-0.1142,-0.0118,12.6894,12.1316,13.2471,49.9057,12.3772,12.6157,-3.004,-44.6748,13.2016,False
