date,open,high,low,Close,vol,MACD_Hist,MACD,MACD_Signal,Real Upper Band,Real Middle Band,Real Lower Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2014-07-02,93.865,94.06,93.09,21.059014271,28465000.0,-0.0317,0.2739,0.3056,21.285,20.7661,20.2472,66.9338,20.8522,20.6817,1.6254,95.3129,27.0221,False
2014-07-03,93.67,94.1,93.2,21.1829173288,22891800.0,-0.0138,0.2883,0.3021,21.333,20.7835,20.2341,68.9059,20.9932,20.7079,1.4369,95.831,27.0989,False
2014-07-07,94.14,95.99,94.1,21.6195066491,56468000.0,0.0233,0.3312,0.308,21.4849,20.8257,20.1665,74.6205,21.1729,20.7783,3.174,112.7092,30.6104,True
2014-07-08,96.27,96.8,93.92,21.4802846677,65222000.0,0.0336,0.35,0.3164,21.5534,20.8443,20.1352,70.2118,21.2819,20.8256,3.1104,109.7719,32.0372,True
2014-07-09,95.44,95.95,94.76,21.4892957992,36436000.0,0.036,0.3614,0.3254,21.6023,20.8571,20.112,70.3333,21.3662,20.8753,0.9469,107.3453,32.0372,True
2014-07-10,93.76,95.55,93.52,21.4093220073,39686000.0,0.0275,0.3598,0.3323,21.6443,20.8704,20.0964,67.7062,21.4363,20.9182,0.8337,96.3566,27.8745,True
2014-07-11,95.36,95.89,94.8625,21.4509984904,34018000.0,0.0204,0.3578,0.3374,21.7163,20.9034,20.0905,68.366,21.4899,20.9686,1.8806,102.8817,28.503,True
2014-07-14,95.86,96.89,95.65,21.7280907834,42810000.0,0.0295,0.3743,0.3447,21.8335,20.9616,20.0898,72.3848,21.5116,21.0519,4.8139,115.3147,30.3192,True
2014-07-15,96.8,96.85,95.03,21.4735263191,45477900.0,0.0143,0.3626,0.3483,21.8914,20.9968,20.1022,64.3392,21.5102,21.1193,4.4205,105.3992,28.2649,True
2014-07-16,96.97,97.1,94.74,21.3518760441,53502000.0,-0.007,0.3396,0.3466,21.9266,21.0272,20.1277,60.8748,21.4828,21.1869,4.7465,101.401,27.3102,False
2014-07-17,95.03,95.279,92.57,20.9711332112,57298000.0,-0.0474,0.2873,0.3347,21.9294,21.0374,20.1454,51.5642,21.3951,21.2279,3.2387,70.5732,20.4864,False
2014-07-18,93.62,94.74,93.02,21.2730286437,49988000.0,-0.054,0.2672,0.3212,21.9494,21.0664,20.1833,57.134,21.3595,21.2809,2.6436,76.4917,20.4864,False
2014-07-21,94.99,95.0,93.72,21.1624170047,39079000.0,-0.0653,0.2396,0.3049,21.942,21.1005,20.2589,54.6663,21.2464,21.3103,2.6472,77.8309,21.011,False
2014-07-22,94.68,94.89,94.12,21.3383593469,55197000.0,-0.0605,0.2292,0.2898,21.9382,21.1443,20.3504,57.7745,21.2194,21.3372,3.5691,82.9799,21.011,False
2014-07-23,95.42,97.88,95.17,21.8947967158,92918000.0,-0.0215,0.2629,0.2844,21.9894,21.2221,20.4548,65.7352,21.3279,21.3923,6.6928,121.2836,26.7582,False
